azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
110.00;35.21;136144.09;285177.17
110.00;35.22;136146.05;285182.54
110.00;35.23;136151.03;285196.18
110.00;35.23;136152.98;285201.52
110.00;35.23;136153.09;285201.83
110.00;35.26;136162.35;285227.17
110.00;35.28;136170.01;285248.12
110.00;35.30;136179.75;285274.77
110.00;35.30;136180.81;285277.66
110.00;35.33;136191.05;285305.64
110.00;35.33;136192.67;285310.08
110.00;35.36;136206.03;285346.46
110.00;35.39;136216.70;285375.38
110.00;35.39;136217.03;285376.27
110.00;35.39;136217.78;285378.30
110.00;35.40;136220.89;285386.71
110.00;35.41;136224.27;285395.86
110.00;35.48;136254.38;285477.26
110.00;35.51;136265.88;285508.28
110.00;35.56;136287.80;285567.23
110.00;35.57;136289.68;285572.25
110.00;35.59;136296.22;285589.76
110.00;35.59;136298.77;285596.56
110.00;35.64;136318.61;285649.40
110.00;35.65;136323.37;285662.07
110.00;35.67;136331.07;285682.57
110.00;35.69;136338.68;285702.81
110.00;35.69;136340.25;285706.96
110.00;35.72;136350.99;285735.46
110.00;35.74;136360.54;285760.60
110.00;35.76;136366.13;285775.29
110.00;35.77;136370.99;285788.06
110.00;35.80;136383.52;285820.99
110.00;35.81;136387.22;285830.71
110.00;35.82;136390.66;285839.74
110.00;35.82;136391.66;285842.35
110.00;35.84;136400.92;285866.62
110.00;35.85;136404.35;285875.58
110.00;35.85;136404.59;285876.21
110.00;35.88;136418.06;285911.28
110.00;35.91;136428.19;285937.60
110.00;35.96;136451.08;285996.98
110.00;35.96;136451.69;285998.55
110.00;35.97;136453.02;286002.00
110.00;35.97;136454.52;286005.88
110.00;36.00;136466.94;286038.01
110.00;36.03;136480.94;286074.19
110.00;36.04;136483.03;286079.58
110.00;36.09;136506.18;286139.30
110.00;36.10;136507.85;286143.62
110.00;36.21;136555.66;286265.89
110.00;36.22;136559.34;286275.24
110.00;36.23;136560.14;286277.29
110.00;36.24;136564.58;286288.57
110.00;36.24;136568.17;286297.68
110.00;36.26;136572.76;286309.34
110.00;36.26;136574.81;286314.55
110.00;36.28;136584.77;286339.83
110.00;36.29;136586.76;286344.88
110.00;36.30;136591.04;286355.71
110.00;36.31;136596.70;286370.03
110.00;36.34;136607.70;286397.87
110.00;36.35;136613.86;286413.45
110.00;36.37;136619.72;286428.29
110.00;36.39;136630.07;286454.44
110.00;36.40;136630.99;286456.79
110.00;36.40;136632.43;286460.41
110.00;36.41;136635.39;286467.90
110.00;36.42;136641.68;286483.75
110.00;36.42;136641.77;286483.98
110.00;36.43;136644.01;286489.61
110.00;36.43;136644.95;286492.00
110.00;36.44;136647.04;286497.25
110.00;36.44;136650.87;286506.88
110.00;36.47;136660.93;286532.19
110.00;36.47;136662.38;286535.85
110.00;36.49;136669.97;286554.91
110.00;36.49;136671.13;286557.84
110.00;36.50;136671.76;286559.43
110.00;36.53;136686.02;286595.25
110.00;36.54;136690.59;286606.72
110.00;36.56;136699.29;286628.53
110.00;36.59;136710.93;286657.55
110.00;36.62;136722.19;286685.55
110.00;36.62;136722.30;286685.83
110.00;36.64;136730.16;286705.35
110.00;36.64;136730.48;286706.16
110.00;36.67;136744.98;286742.16
110.00;36.69;136750.71;286756.41
110.00;36.70;136758.51;286775.77
110.00;36.71;136759.94;286779.32
110.00;36.72;136765.25;286792.49
110.00;36.73;136770.00;286804.27
110.00;36.73;136770.30;286805.01
110.00;36.75;136776.41;286820.17
110.00;36.75;136777.77;286823.52
110.00;36.78;136788.17;286849.26
110.00;36.80;136797.92;286873.31
110.00;36.81;136800.92;286880.71
110.00;36.82;136804.91;286890.53
110.00;36.83;136809.00;286900.61
110.00;36.83;136810.99;286905.52
110.00;36.84;136815.06;286915.55
110.00;36.89;136832.91;286959.51
110.00;36.89;136833.87;286961.85
110.00;36.92;136848.80;286998.59
110.00;36.93;136852.10;287006.71
110.00;36.98;136872.67;287057.22
110.00;37.00;136879.25;287073.30
110.00;37.01;136883.17;287082.88
110.00;37.08;136913.85;287157.76
110.00;37.10;136922.02;287177.67
110.00;37.10;136923.25;287180.66
110.00;37.12;136928.59;287193.69
110.00;37.13;136935.47;287210.39
110.00;37.16;136947.30;287239.04
110.00;37.17;136949.66;287244.76
110.00;37.18;136954.45;287256.35
110.00;37.27;136990.47;287343.40
110.00;37.29;136998.28;287362.25
110.00;37.29;136999.22;287364.54
110.00;37.30;137003.88;287375.76
110.00;37.32;137013.18;287398.20
110.00;37.35;137025.19;287427.13
110.00;37.35;137026.09;287429.30
110.00;37.36;137029.77;287438.12
110.00;37.37;137030.82;287440.64
110.00;37.40;137043.56;287471.24
110.00;37.42;137052.63;287493.01
110.00;37.45;137066.31;287525.81
110.00;37.46;137068.79;287531.74
110.00;37.48;137079.41;287556.96
110.00;37.49;137080.16;287558.74
110.00;37.52;137092.82;287588.70
110.00;37.54;137102.14;287610.76
110.00;37.57;137112.78;287635.91
110.00;37.57;137113.87;287638.50
110.00;37.58;137118.34;287649.05
110.00;37.63;137139.19;287698.29
110.00;37.63;137139.40;287698.80
110.00;37.63;137141.02;287702.61
110.00;37.64;137142.31;287705.65
110.00;37.64;137143.16;287707.65
110.00;37.64;137143.52;287708.50
110.00;37.65;137145.55;287713.29
110.00;37.67;137156.54;287739.19
110.00;37.68;137160.53;287748.60
110.00;37.68;137161.71;287751.35
110.00;37.70;137168.83;287768.10
110.00;37.74;137182.32;287799.74
110.00;37.76;137190.97;287819.98
110.00;37.76;137192.06;287822.54
110.00;37.76;137193.07;287824.88
110.00;37.77;137195.24;287829.96
110.00;37.79;137205.66;287854.27
110.00;37.83;137220.77;287889.49
110.00;37.84;137226.76;287903.45
110.00;37.86;137234.73;287922.02
110.00;37.88;137239.80;287933.83
110.00;37.90;137249.55;287956.53
110.00;37.92;137257.02;287973.89
110.00;37.93;137261.03;287983.23
110.00;37.94;137267.44;287998.10
110.00;37.95;137270.01;288004.09
110.00;37.98;137281.72;288031.28
110.00;37.98;137284.55;288037.86
110.00;38.01;137295.41;288063.05
110.00;38.02;137299.29;288072.06
110.00;38.03;137303.84;288082.59
110.00;38.04;137308.43;288093.24
110.00;38.04;137308.84;288094.20
110.00;38.09;137326.13;288134.21
110.00;38.09;137326.14;288134.24
110.00;38.09;137327.76;288137.98
110.00;38.10;137331.92;288147.61
110.00;38.17;137358.63;288209.32
110.00;38.18;137362.62;288218.54
110.00;38.18;137363.20;288219.87
110.00;38.20;137371.46;288238.94
110.00;38.22;137378.69;288255.62
110.00;38.23;137385.24;288270.72
110.00;38.27;137399.55;288303.58
110.00;38.29;137410.09;288327.73
110.00;38.30;137414.73;288338.35
110.00;38.32;137422.00;288354.99
110.00;38.35;137431.54;288376.79
110.00;38.35;137431.90;288377.63
110.00;38.35;137432.92;288379.95
110.00;38.35;137433.75;288381.86
110.00;38.40;137453.60;288427.18
110.00;38.41;137457.18;288435.34
110.00;38.41;137458.77;288438.98
110.00;38.42;137460.43;288442.75
110.00;38.48;137485.00;288498.75
110.00;38.50;137491.77;288514.18
110.00;38.50;137491.98;288514.66
110.00;38.50;137492.50;288515.83
110.00;38.51;137496.78;288525.57
110.00;38.52;137500.02;288532.95
110.00;38.54;137510.80;288557.45
110.00;38.54;137510.99;288557.90
110.00;38.56;137515.86;288568.94
110.00;38.59;137530.12;288601.26
110.00;38.59;137531.15;288603.60
110.00;38.63;137545.61;288636.32
110.00;38.63;137547.94;288641.59
110.00;38.64;137551.05;288648.61
110.00;38.65;137552.08;288650.95
110.00;38.67;137561.23;288671.58
110.00;38.68;137567.82;288686.45
110.00;38.69;137571.32;288694.34
110.00;38.70;137576.05;288704.99
110.00;38.72;137581.02;288716.17
110.00;38.75;137594.41;288746.20
110.00;38.76;137596.44;288750.73
110.00;38.77;137604.10;288767.88
110.00;38.78;137606.88;288774.11
110.00;38.78;137606.92;288774.20
110.00;38.79;137608.94;288778.72
110.00;38.80;137613.14;288788.09
110.00;38.81;137616.42;288795.43
110.00;38.82;137622.77;288809.61
110.00;38.83;137625.33;288815.32
110.00;38.84;137631.68;288829.49
110.00;38.88;137648.25;288866.41
110.00;38.91;137657.84;288887.70
110.00;38.92;137663.31;288899.81
110.00;38.96;137676.76;288929.53
110.00;38.96;137679.75;288936.11
110.00;38.96;137680.60;288937.97
110.00;38.98;137685.14;288947.90
110.00;39.03;137707.13;288995.84
110.00;39.05;137716.41;289016.02
110.00;39.08;137725.98;289036.79
110.00;39.15;137755.38;289100.52
110.00;39.17;137764.00;289119.15
110.00;39.17;137765.50;289122.40
110.00;39.17;137765.61;289122.64
110.00;39.20;137776.41;289145.98
110.00;39.21;137780.99;289155.86
110.00;39.22;137782.31;289158.72
110.00;39.23;137787.44;289169.78
110.00;39.23;137788.37;289171.80
110.00;39.25;137796.10;289188.47
110.00;39.26;137799.62;289196.06
110.00;39.27;137804.94;289207.52
110.00;39.31;137820.88;289241.75
110.00;39.33;137827.60;289256.17
110.00;39.33;137829.13;289259.45
110.00;39.35;137836.68;289275.63
110.00;39.37;137846.05;289295.69
110.00;39.38;137847.59;289298.99
110.00;39.39;137851.36;289307.05
110.00;39.43;137867.53;289341.63
110.00;39.44;137871.35;289349.78
110.00;39.46;137881.06;289370.52
110.00;39.47;137883.63;289376.00
110.00;39.49;137893.12;289396.23
110.00;39.50;137897.02;289404.55
110.00;39.51;137903.01;289417.29
110.00;39.52;137906.39;289424.48
110.00;39.52;137907.31;289426.43
110.00;39.54;137912.54;289437.56
110.00;39.60;137938.88;289493.39
110.00;39.63;137949.84;289516.55
110.00;39.63;137950.09;289517.09
110.00;39.65;137959.29;289536.53
110.00;39.69;137972.82;289565.07
110.00;39.69;137973.76;289567.05
110.00;39.70;137976.97;289573.82
110.00;39.75;137997.39;289616.82
110.00;39.75;137998.07;289618.26
110.00;39.76;138003.57;289629.84
110.00;39.77;138006.81;289636.63
110.00;39.77;138006.96;289636.97
110.00;39.83;138030.15;289685.53
110.00;39.86;138041.26;289708.75
110.00;39.87;138044.96;289716.45
110.00;39.92;138066.68;289761.64
110.00;39.94;138074.12;289777.10
110.00;39.96;138083.35;289796.25
110.00;39.98;138090.68;289811.37
110.00;40.04;138115.32;289862.15
110.00;40.13;138149.18;289931.75
110.00;40.17;138164.11;289962.38
110.00;40.18;138169.62;289973.68
110.00;40.24;138193.46;290022.32
110.00;40.25;138197.36;290030.26
110.00;40.30;138218.08;290072.44
110.00;40.32;138224.63;290085.76
110.00;40.32;138227.15;290090.87
110.00;40.32;138227.29;290091.17
110.00;40.36;138242.76;290122.51
110.00;40.37;138246.45;290129.98
110.00;40.38;138250.98;290139.15
110.00;40.40;138258.80;290154.97
110.00;40.41;138261.13;290159.67
110.00;40.44;138274.81;290187.30
110.00;40.47;138286.46;290210.80
110.00;40.48;138290.11;290218.16
110.00;40.49;138291.29;290220.55
110.00;40.49;138293.12;290224.23
110.00;40.49;138294.52;290227.04
110.00;40.50;138295.04;290228.11
110.00;40.52;138303.87;290245.87
110.00;40.53;138308.36;290254.92
110.00;40.54;138311.16;290260.55
110.00;40.54;138312.66;290263.56
110.00;40.54;138313.50;290265.26
110.00;40.64;138351.46;290341.44
110.00;40.64;138352.10;290342.72
110.00;40.64;138352.54;290343.61
110.00;40.70;138377.34;290393.22
110.00;40.71;138379.04;290396.61
110.00;40.76;138399.03;290436.46
110.00;40.83;138425.33;290488.78
110.00;40.86;138436.74;290511.45
110.00;40.86;138437.60;290513.16
110.00;40.93;138466.74;290570.91
110.00;40.95;138473.91;290585.10
110.00;40.96;138475.90;290589.04
110.00;40.99;138490.35;290617.58
110.00;41.04;138506.82;290650.06
110.00;41.06;138515.28;290666.69
110.00;41.06;138517.13;290670.32
110.00;41.14;138547.23;290729.34
110.00;41.22;138576.69;290786.94
110.00;41.24;138587.12;290807.30
110.00;41.25;138590.75;290814.37
110.00;41.26;138593.50;290819.73
110.00;41.26;138594.53;290821.75
110.00;41.28;138602.86;290837.97
110.00;41.32;138616.17;290863.82
110.00;41.32;138617.87;290867.12
110.00;41.37;138635.26;290900.79
110.00;41.39;138642.30;290914.42
110.00;41.41;138652.70;290934.52
110.00;41.42;138655.19;290939.32
110.00;41.44;138664.57;290957.42
110.00;41.47;138676.29;290980.01
110.00;41.49;138681.31;290989.67
110.00;41.49;138681.49;290990.02
110.00;41.54;138702.40;291030.21
110.00;41.54;138702.63;291030.64
110.00;41.57;138713.33;291051.12
110.00;41.60;138724.91;291073.26
110.00;41.60;138725.34;291074.09
110.00;41.62;138731.20;291085.27
110.00;41.64;138741.53;291104.98
110.00;41.68;138754.53;291129.71
110.00;41.68;138755.14;291130.87
110.00;41.77;138790.05;291197.07
110.00;41.79;138798.05;291212.20
110.00;41.84;138817.23;291248.42
110.00;41.91;138841.63;291294.34
110.00;41.93;138852.19;291314.18
110.00;41.96;138860.35;291329.48
110.00;41.96;138862.41;291333.33
110.00;42.04;138892.64;291389.91
110.00;42.08;138908.18;291418.86
110.00;42.11;138919.53;291439.91
110.00;42.17;138941.17;291479.76
110.00;42.17;138941.39;291480.16
110.00;42.19;138949.38;291494.84
110.00;42.20;138953.54;291502.47
110.00;42.23;138964.32;291522.23
110.00;42.28;138984.89;291559.74
110.00;42.29;138986.87;291563.34
110.00;42.33;139001.48;291589.87
110.00;42.33;139002.63;291591.96
110.00;42.33;139002.95;291592.53
110.00;42.34;139005.14;291596.50
110.00;42.36;139012.09;291609.08
110.00;42.38;139020.03;291623.44
110.00;42.38;139020.23;291623.81
110.00;42.38;139021.91;291626.84
110.00;42.38;139022.48;291627.86
110.00;42.39;139023.92;291630.46
110.00;42.39;139026.74;291635.55
110.00;42.41;139030.82;291642.91
110.00;42.46;139050.08;291677.55
110.00;42.47;139053.84;291684.29
110.00;42.51;139069.00;291711.48
110.00;42.52;139073.76;291719.99
110.00;42.53;139076.21;291724.38
110.00;42.54;139083.31;291737.07
110.00;42.60;139104.24;291774.45
110.00;42.62;139112.33;291788.87
110.00;42.63;139116.68;291796.61
110.00;42.64;139121.38;291804.94
110.00;42.65;139122.11;291806.23
110.00;42.66;139125.76;291812.70
110.00;42.66;139126.05;291813.21
110.00;42.66;139128.76;291818.02
110.00;42.67;139129.98;291820.19
110.00;42.75;139160.05;291873.31
110.00;42.77;139168.98;291889.05
110.00;42.79;139176.34;291902.00
110.00;42.81;139182.63;291913.07
110.00;42.86;139201.80;291946.71
110.00;42.86;139203.69;291950.02
110.00;42.86;139203.73;291950.09
110.00;42.87;139206.51;291954.95
110.00;42.96;139238.59;292011.01
110.00;42.96;139239.08;292011.88
110.00;42.96;139240.78;292014.84
110.00;42.98;139248.52;292028.33
110.00;43.01;139259.55;292047.51
110.00;43.08;139285.00;292091.69
110.00;43.10;139292.52;292104.71
110.00;43.11;139296.91;292112.30
110.00;43.16;139312.68;292139.55
110.00;43.17;139318.84;292150.17
110.00;43.21;139333.70;292175.77
110.00;43.25;139345.50;292196.04
110.00;43.30;139365.66;292230.58
110.00;43.30;139366.82;292232.58
110.00;43.31;139367.30;292233.40
110.00;43.31;139369.06;292236.40
110.00;43.38;139396.07;292282.47
110.00;43.46;139425.50;292332.46
110.00;43.47;139427.20;292335.35
110.00;43.47;139428.51;292337.57
110.00;43.63;139484.08;292431.32
110.00;43.64;139489.69;292440.73
110.00;43.68;139502.04;292461.45
110.00;43.71;139515.96;292484.72
110.00;43.73;139520.84;292492.87
110.00;43.75;139527.48;292503.94
110.00;43.82;139556.14;292551.59
110.00;43.83;139558.59;292555.65
110.00;43.83;139559.29;292556.81
110.00;43.84;139561.10;292559.82
110.00;43.89;139580.12;292591.28
110.00;43.94;139596.99;292619.10
110.00;43.99;139614.61;292647.96
110.00;44.00;139620.16;292657.02
110.00;44.01;139621.45;292659.12
110.00;44.08;139647.60;292701.61
110.00;44.10;139653.48;292711.11
110.00;44.12;139660.81;292722.93
110.00;44.15;139674.31;292744.66
110.00;44.17;139681.50;292756.22
110.00;44.22;139698.46;292783.41
110.00;44.24;139703.48;292791.42
110.00;44.26;139713.96;292808.16
110.00;44.27;139715.64;292810.85
110.00;44.29;139723.27;292823.00
110.00;44.29;139724.88;292825.56
110.00;44.34;139739.37;292848.60
110.00;44.35;139744.90;292857.38
110.00;44.36;139746.48;292859.89
110.00;44.36;139746.74;292860.29
110.00;44.37;139751.19;292867.36
110.00;44.38;139755.46;292874.11
110.00;44.39;139758.41;292878.78
110.00;44.40;139761.46;292883.62
110.00;44.40;139761.84;292884.22
110.00;44.43;139772.41;292900.92
110.00;44.47;139788.24;292925.88
110.00;44.47;139788.80;292926.77
110.00;44.50;139796.32;292938.60
110.00;44.53;139807.10;292955.55
110.00;44.53;139809.25;292958.92
110.00;44.59;139828.66;292989.31
110.00;44.63;139842.35;293010.64
110.00;44.63;139844.44;293013.88
110.00;44.67;139856.63;293032.83
110.00;44.67;139859.08;293036.63
110.00;44.70;139866.61;293048.28
110.00;44.70;139866.82;293048.61
110.00;44.71;139871.19;293055.38
110.00;44.71;139872.20;293056.93
110.00;44.75;139885.68;293077.75
110.00;44.75;139886.48;293078.99
110.00;44.79;139900.53;293100.60
110.00;44.81;139905.46;293108.17
110.00;44.86;139923.70;293136.12
110.00;44.90;139936.51;293155.69
110.00;44.94;139952.87;293180.59
110.00;44.94;139953.38;293181.36
110.00;44.95;139956.64;293186.31
110.00;44.98;139965.20;293199.30
110.00;44.99;139970.61;293207.48
110.00;45.00;139972.81;293210.83
110.00;45.03;139984.93;293229.15
110.00;45.14;140022.23;293285.23
110.00;45.17;140033.63;293302.27
110.00;45.18;140037.04;293307.37
110.00;45.26;140064.18;293347.76
110.00;45.28;140070.94;293357.74
110.00;45.32;140084.08;293377.09
110.00;45.35;140095.63;293394.06
110.00;45.36;140096.38;293395.16
110.00;45.42;140119.48;293428.95
110.00;45.43;140122.24;293432.97
110.00;45.44;140125.29;293437.42
110.00;45.45;140129.49;293443.52
110.00;45.52;140152.77;293477.26
110.00;45.54;140160.30;293488.15
110.00;45.58;140171.41;293504.16
110.00;45.68;140207.67;293556.17
110.00;45.73;140222.76;293577.71
110.00;45.75;140232.30;293591.28
110.00;45.77;140237.18;293598.21
110.00;45.83;140257.71;293627.28
110.00;45.84;140260.56;293631.29
110.00;45.85;140265.21;293637.83
110.00;45.88;140274.53;293650.91
110.00;45.92;140288.20;293670.00
110.00;45.96;140301.78;293688.91
110.00;45.96;140302.28;293689.60
110.00;46.00;140315.06;293707.32
110.00;46.01;140318.74;293712.42
110.00;46.02;140321.06;293715.64
110.00;46.16;140369.48;293782.22
110.00;46.17;140373.39;293787.55
110.00;46.25;140398.43;293821.58
110.00;46.26;140402.40;293826.96
110.00;46.27;140406.17;293832.05
110.00;46.28;140410.94;293838.47
110.00;46.30;140414.60;293843.40
110.00;46.31;140419.84;293850.45
110.00;46.34;140427.89;293861.25
110.00;46.34;140430.06;293864.16
110.00;46.35;140434.19;293869.68
110.00;46.37;140437.82;293874.53
110.00;46.43;140458.45;293901.91
110.00;46.44;140461.89;293906.47
110.00;46.45;140464.97;293910.53
110.00;46.48;140477.14;293926.59
110.00;46.50;140481.21;293931.95
110.00;46.51;140487.08;293939.67
110.00;46.52;140487.99;293940.86
110.00;46.57;140504.57;293962.57
110.00;46.59;140512.70;293973.14
110.00;46.63;140524.78;293988.79
110.00;46.66;140536.18;294003.50
110.00;46.68;140544.13;294013.74
110.00;46.72;140554.50;294027.06
110.00;46.80;140582.01;294062.21
110.00;46.81;140587.00;294068.57
110.00;46.86;140601.44;294086.87
110.00;46.87;140603.99;294090.09
110.00;46.89;140610.52;294098.33
110.00;46.97;140639.23;294134.33
110.00;47.00;140646.83;294143.80
110.00;47.02;140654.06;294152.79
110.00;47.03;140656.82;294156.22
